Title,Date Of Issue,Link,Code,PDF Link,PDF Filename,S3 URL,Extraction Timestamp,Update Timestamp,Verification Timestamp
Agency Commission for GST receipt transactions,"Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/agency-commission-for-gst-receipt-transactions-11170,"RBI/2017-18/95 DGBA.GBD.No.1324/31.02.007/2017-18 November 16, 2017 All Agency Banks Dear Sir / Madam Agency Commission for GST receipt transactions Please refer to Para 15 of our Master Circular on Conduct of Government Business by Agency Banks - Payment of Agency Commission dated",https://website.rbi.org.in/documents/87730/39710850/NT956a814b0a92954a3183e0a98364f9d9da.pdf,RBI_2017-18_95_DGBA_GBD_No_1324_31_02_007_2017-18_November_16_2017_All_Agency_Banks_Dear_Sir_Madam_A_20250108000859.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_95_DGBA_GBD_No_1324_31_02_007_2017-18_November_16_2017_All_Agency_Banks_Dear_Sir_Madam_A_20250108000859.pdf,2025-01-08 00:08:59,2025-01-08 00:08:59,2025-01-08 00:08:59
"Foreign Exchange Management (Transfer or Issue of any Foreign Security) (Amendment) Regulations, 2017","Nov 14, 2017",https://website.rbi.org.in/web/rbi/-/notifications/foreign-exchange-management-transfer-or-issue-of-any-foreign-security-amendment-regulations-2017-11187,Reserve Bank of India Foreign Exchange Department Central Office Mumbai – 400 001 Notification No.FEMA.369/2017-RB,https://website.rbi.org.in/documents/87730/39710850/FEMA369e47375c8a1054ef2ba05211829006987.pdf,Reserve_Bank_of_India_Foreign_Exchange_Department_Central_Office_Mumbai_400_001_Notification_No_FEMA_20250108000901.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsReserve_Bank_of_India_Foreign_Exchange_Department_Central_Office_Mumbai_400_001_Notification_No_FEMA_20250108000901.pdf,2025-01-08 00:09:01,2025-01-08 00:09:01,2025-01-08 00:09:01
Auction for Sale (Re-issue) of Government Stock (GS),"Nov 13, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11164,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MARG13112017ea28c3634f1048e682be43177431f649.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000902.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000902.pdf,2025-01-08 00:09:02,2025-01-08 00:09:02,2025-01-08 00:09:02
Auction of Government of India Dated Securities,"Nov 13, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11165,RBI/2017-18/90 Ref. No. IDMD/1193/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NOTI90e6e2fb8bd1134916b6cff2e227bd7c52.pdf,RBI_2017-18_90_Ref_No_IDMD_1193_08_02_032_2017-18_20250108000911.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_90_Ref_No_IDMD_1193_08_02_032_2017-18_20250108000911.pdf,2025-01-08 00:09:11,2025-01-08 00:09:11,2025-01-08 00:09:11
"Statement on Developmental and Regulatory Policies - October 4, 2017- Banking Facility for Senior Citizens and Differently abled Persons","Nov 09, 2017",https://website.rbi.org.in/web/rbi/-/notifications/statement-on-developmental-and-regulatory-policies-october-4-2017-banking-facility-for-senior-citizens-and-differently-abled-persons-11163,"RBI/2017-18/89 DBR.No.Leg.BC.96/09.07.005/2017-18 November 9, 2017 All Scheduled Commercial Banks (including RRBs) All Small Finance Banks and Payments Banks Dear Sir/ Madam Statement on Developmental and Regulatory Policies -",https://website.rbi.org.in/documents/87730/39710850/NOTI89f9dd47a9f3fa440e94c254135f95e728.pdf,RBI_2017-18_89_DBR_No_Leg_BC_96_09_07_005_2017-18_November_9_2017_All_Scheduled_Commercial_Banks_inc_20250108000913.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_89_DBR_No_Leg_BC_96_09_07_005_2017-18_November_9_2017_All_Scheduled_Commercial_Banks_inc_20250108000913.pdf,2025-01-08 00:09:13,2025-01-08 00:09:13,2025-01-08 00:09:13
Risk Management and Inter-Bank Dealings - Simplified Hedging Facility,"Nov 09, 2017",https://website.rbi.org.in/web/rbi/-/notifications/risk-management-and-inter-bank-dealings-simplified-hedging-facility-11162,"RBI/2017-18/88 A.P. (DIR Series) Circular No. 11 November 09, 2017 To, All Authorised Dealer Category - I Banks Madam/Sir, Risk Management and Inter-Bank Dealings – Simplified Hedging Facility Attention of Authorised Dealers Category – I (AD Category – I) banks is invited to the Foreign Exchange Management (Foreign Exchange Derivative Contracts) Regulations, 2000 dated",https://website.rbi.org.in/documents/87730/39710850/APD118ed4c6e75fac43a0ba5a738c21f8a8a7.pdf,RBI_2017-18_88_A_P_DIR_Series_Circular_No_11_November_09_2017_To_All_Authorised_Dealer_Category_-_I__20250108000920.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_88_A_P_DIR_Series_Circular_No_11_November_09_2017_To_All_Authorised_Dealer_Category_-_I__20250108000920.pdf,2025-01-08 00:09:20,2025-01-08 00:09:20,2025-01-08 00:09:20
"Cessation of “Commonwealth Bank of Australia” as a banking company within the meaning of sub-section (2) of Section 36 (A) of Banking Regulation Act, 1949","Nov 09, 2017",https://website.rbi.org.in/web/rbi/-/notifications/cessation-of-commonwealth-bank-of-australia-as-a-banking-company-within-the-meaning-of-sub-section-2-of-section-36-a-of-banking-regulation-act-1949-11157,RBI/2017-18/84 DBR.No.Ret.BC.94/12.07.150/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT84_0911172cec617160c4461f80cfa055f441b2b5.pdf,RBI_2017-18_84_DBR_No_Ret_BC_94_12_07_150_2017-18_20250108000922.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_84_DBR_No_Ret_BC_94_12_07_150_2017-18_20250108000922.pdf,2025-01-08 00:09:22,2025-01-08 00:09:22,2025-01-08 00:09:22
"Exclusion of “Commonwealth Bank of Australia” from the Second Schedule of the Reserve Bank of India Act, 1934","Nov 09, 2017",https://website.rbi.org.in/web/rbi/-/notifications/exclusion-of-commonwealth-bank-of-australia-from-the-second-schedule-of-the-reserve-bank-of-india-act-1934-11158,"RBI/2017-18/85 DBR.No.Ret.BC.95/12.07.150/2017-18 November 09, 2017 All Scheduled Commercial Banks Dear Sir/Madam, Exclusion of “Commonwealth Bank of Australia” from the Second Schedule of the Reserve Bank of India Act, 1934 We advise that the “Commonwealth Bank of Australia” has been excluded from the Second Schedule of the Reserve Bank of India Act, 1934 vide Notification DBR.IBD.No.2223/23.13.127/ 2017-18 dated",https://website.rbi.org.in/documents/87730/39710850/NT85_091117cd52bfd7e8034518b500a158b4a8571b.pdf,RBI_2017-18_85_DBR_No_Ret_BC_95_12_07_150_2017-18_November_09_2017_All_Scheduled_Commercial_Banks_De_20250108000923.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_85_DBR_No_Ret_BC_95_12_07_150_2017-18_November_09_2017_All_Scheduled_Commercial_Banks_De_20250108000923.pdf,2025-01-08 00:09:23,2025-01-08 00:09:23,2025-01-08 00:09:23
"Inclusion of “Au Small Finance Bank Limited” in the Second Schedule of the Reserve Bank of India Act, 1934","Nov 09, 2017",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-of-au-small-finance-bank-limited-in-the-second-schedule-of-the-reserve-bank-of-india-act-1934-11159,"RBI/2017-18/86 DBR.No.Ret.BC.93/12.07.150/2017-18 November 09, 2017 All Scheduled Commercial Banks Dear Sir/Madam, Inclusion of “Au Small Finance Bank Limited” in the Second Schedule of the Reserve Bank of India Act, 1934 We advise that the “Au Small Finance Bank Limited” has been included in the Second Schedule to the Reserve Bank of India Act, 1934 vide Notification DBR.NBD.(SFB-AFL).No.2689/16.13.216/2017-18 dated",https://website.rbi.org.in/documents/87730/39710850/NT86_091117da9d7912dc2548aba492b2dcbb6b1205.pdf,RBI_2017-18_86_DBR_No_Ret_BC_93_12_07_150_2017-18_November_09_2017_All_Scheduled_Commercial_Banks_De_20250108000924.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_86_DBR_No_Ret_BC_93_12_07_150_2017-18_November_09_2017_All_Scheduled_Commercial_Banks_De_20250108000924.pdf,2025-01-08 00:09:24,2025-01-08 00:09:24,2025-01-08 00:09:24
Directions on Managing Risks and Code of Conduct in Outsourcing of Financial Services by NBFCs,"Nov 09, 2017",https://website.rbi.org.in/web/rbi/-/notifications/directions-on-managing-risks-and-code-of-conduct-in-outsourcing-of-financial-services-by-nbfcs-11160,RBI/2017-18/87 DNBR.PD.CC.No.090/03.10.001/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT87_091117658624e4f2d041a699f73068d55bf6c5.pdf,RBI_2017-18_87_DNBR_PD_CC_No_090_03_10_001_2017-18_20250108000932.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_87_DNBR_PD_CC_No_090_03_10_001_2017-18_20250108000932.pdf,2025-01-08 00:09:32,2025-01-08 00:09:32,2025-01-08 00:09:32
"Foreign Exchange Management (Transfer or Issue of Security by a Person Resident Outside India) Regulations, 2017","Nov 07, 2017",https://website.rbi.org.in/web/rbi/-/notifications/foreign-exchange-management-transfer-or-issue-of-security-by-a-person-resident-outside-india-regulations-2017-11161,RESERVE BANK OF INDIA (FOREIGN EXCHANGE DEPARTMENT) CENTRAL OFFICE Mumbai 400 001 Notification No. FEMA 20(R)/ 2017-RB,https://website.rbi.org.in/documents/87730/39710850/N20Rb29574da17294d5c93e4951b2fc86666.pdf,RESERVE_BANK_OF_INDIA_FOREIGN_EXCHANGE_DEPARTMENT_CENTRAL_OFFICE_Mumbai_400_001_Notification_No_FEMA_20250108000943.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRESERVE_BANK_OF_INDIA_FOREIGN_EXCHANGE_DEPARTMENT_CENTRAL_OFFICE_Mumbai_400_001_Notification_No_FEMA_20250108000943.pdf,2025-01-08 00:09:43,2025-01-08 00:09:43,2025-01-08 00:09:43
Auction of Government of India Dated Securities,"Nov 06, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11156,RBI/2017-18/83Ref.No.IDMD/@@NBSP@@@@NBSP@@@@NBSP@@@@NBSP@@ @@NBSP@@/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/83NT9112017f0bfc38dc0754e7191dd9256ad0c534a.pdf,RBI_2017-18_83Ref_No_IDMD_NBSP_NBSP_NBSP_NBSP_NBSP_08_02_032_2017-18_20250108000946.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_83Ref_No_IDMD_NBSP_NBSP_NBSP_NBSP_NBSP_08_02_032_2017-18_20250108000946.pdf,2025-01-08 00:09:46,2025-01-08 00:09:46,2025-01-08 00:09:46
Auction for Sale (Re-issue) of Government Stock (GS),"Nov 06, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11155,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MSN911201738c60fb8654b407fa8d3237d6f1b74a4.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000948.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000948.pdf,2025-01-08 00:09:48,2025-01-08 00:09:48,2025-01-08 00:09:48
Introduction of Legal Entity Identifier for large corporate borrowers,"Nov 02, 2017",https://website.rbi.org.in/web/rbi/-/notifications/introduction-of-legal-entity-identifier-for-large-corporate-borrowers-11154,RBI/2017-18/82 DBR.No.BP.BC.92/21.04.048/2017-18,https://website.rbi.org.in/documents/87730/39710850/NOTI827fb2cbddd52d4e2c941681ce92e5678c.pdf,RBI_2017-18_82_DBR_No_BP_BC_92_21_04_048_2017-18_20250108000959.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_82_DBR_No_BP_BC_92_21_04_048_2017-18_20250108000959.pdf,2025-01-08 00:09:59,2025-01-08 00:09:59,2025-01-08 00:09:59
Auction of Government of India Dated Securities,"Oct 30, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11153,RBI/2017-18/81 Ref. No. IDMD/@@NBSP@@@@NBSP@@@@NBSP@@@@NBSP@@ @@NBSP@@/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NOTI819d55f64dd92341f796cc4c16fc83ad2c.pdf,RBI_2017-18_81_Ref_No_IDMD_NBSP_NBSP_NBSP_NBSP_NBSP_08_02_032_2017-18_20250108001000.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_81_Ref_No_IDMD_NBSP_NBSP_NBSP_NBSP_NBSP_08_02_032_2017-18_20250108001000.pdf,2025-01-08 00:10:00,2025-01-08 00:10:00,2025-01-08 00:10:00
Auction for Sale (Re-issue) of Government Stock (GS),"Oct 30, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11152,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MS301020173c29c6cf8af74c0086395fe0e61f8b59.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108001014.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108001014.pdf,2025-01-08 00:10:14,2025-01-08 00:10:14,2025-01-08 00:10:14
"Amendment to Sovereign Gold Bond Scheme, Notification No.4 (25)-W&M/2017","Oct 25, 2017",https://website.rbi.org.in/web/rbi/-/notifications/amendment-to-sovereign-gold-bond-scheme-notification-no.4-25-w-amp-m-2017-11151,"Government of India Ministry of Finance Department of Economic Affairs New Delhi, dated the",https://website.rbi.org.in/documents/87730/39710850/NOTI24101799fad1eded834018ab94a1635313a1da.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_New_Delhi_dated_the_20250108001021.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_New_Delhi_dated_the_20250108001021.pdf,2025-01-08 00:10:21,2025-01-08 00:10:21,2025-01-08 00:10:21
Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM) - Aajeevika - Interest Subvention Scheme,"Oct 18, 2017",https://website.rbi.org.in/web/rbi/-/notifications/deendayal-antyodaya-yojana-national-rural-livelihoods-mission-day-nrlm-aajeevika-interest-subvention-scheme-11150,"RBI/2017-18/80FIDD.GSSD.CO.BC.No.17/09.01.03/2017-18 October 18, 2017 The Chairman / Managing DirectorPublic and Private Sector Banks(As per list in Annexure II) Dear Sir / Madam, Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM) - Aajeevika - Interest Subvention Scheme Please refer to our circular FIDD.GSSD.CO.BC.NO.13/09.01.03/2016-17 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI800e7127d66bd84b2cb5c6ef340f391a85.pdf,RBI_2017-18_80FIDD_GSSD_CO_BC_No_17_09_01_03_2017-18_October_18_2017_The_Chairman_Managing_DirectorP_20250108001022.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_80FIDD_GSSD_CO_BC_No_17_09_01_03_2017-18_October_18_2017_The_Chairman_Managing_DirectorP_20250108001022.pdf,2025-01-08 00:10:22,2025-01-08 00:10:22,2025-01-08 00:10:22
"Gold Monetisation Scheme, 2015","Oct 17, 2017",https://website.rbi.org.in/web/rbi/-/notifications/gold-monetisation-scheme-2015-11149,"RBI/2017-18/79 DGBA.GBD.No.1007/15.04.001/2017-18 October 17, 2017 All Agency Banks Dear Sir/Madam Gold Monetisation Scheme, 2015 Please refer to DGBA circular DGBA.GAD.No.2294/15.04.001/2016-17 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI79dcb74968569948b4b04a59ac94d2b338.pdf,RBI_2017-18_79_DGBA_GBD_No_1007_15_04_001_2017-18_October_17_2017_All_Agency_Banks_Dear_Sir_Madam_Go_20250108001025.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_79_DGBA_GBD_No_1007_15_04_001_2017-18_October_17_2017_All_Agency_Banks_Dear_Sir_Madam_Go_20250108001025.pdf,2025-01-08 00:10:25,2025-01-08 00:10:25,2025-01-08 00:10:25
Interest rates for Small Savings Schemes,"Oct 12, 2017",https://website.rbi.org.in/web/rbi/-/notifications/interest-rates-for-small-savings-schemes-11143,"RBI/2017-18/74 DGBA.GBD.954/15.02.005/2017-18 October 12, 2017 The Chairman/Chief Executive Officer Agency Banks handling Public Provident Fund, Kisan Vikas Patra- 2014, Sukanya Samriddhi Account, Senior Citizen Savings Scheme-2004 Dear Sir Interest rates for Small Savings Schemes Please refer to our circular DGBA.GBD.69/15.02.005/2017-18 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI749f594d6746284fd4817c49a88c5abc77.pdf,RBI_2017-18_74_DGBA_GBD_954_15_02_005_2017-18_October_12_2017_The_Chairman_Chief_Executive_Officer_A_20250108001026.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_74_DGBA_GBD_954_15_02_005_2017-18_October_12_2017_The_Chairman_Chief_Executive_Officer_A_20250108001026.pdf,2025-01-08 00:10:26,2025-01-08 00:10:26,2025-01-08 00:10:26
Risk Management and Inter-Bank Dealings - Facilities for Hedging Trade Exposures invoiced in Indian Rupees,"Oct 12, 2017",https://website.rbi.org.in/web/rbi/-/notifications/risk-management-and-inter-bank-dealings-facilities-for-hedging-trade-exposures-invoiced-in-indian-rupees-11144,"RBI/2017-18/75 A.P. (DIR Series) Circular No. 08 October 12, 2017 To All Authorized Dealer Category - I Banks Madam / Sir, Risk Management and Inter-Bank Dealings – Facilities for Hedging Trade Exposures invoiced in Indian Rupees Attention of Authorized Dealers Category – I (AD Category – I) banks is invited to the Foreign Exchange Management (Foreign Exchange Derivative Contracts) Regulations, 2000 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI751110171af373c2e2b94324a3592f20457739fe.pdf,RBI_2017-18_75_A_P_DIR_Series_Circular_No_08_October_12_2017_To_All_Authorized_Dealer_Category_-_I_B_20250108001034.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_75_A_P_DIR_Series_Circular_No_08_October_12_2017_To_All_Authorized_Dealer_Category_-_I_B_20250108001034.pdf,2025-01-08 00:10:34,2025-01-08 00:10:34,2025-01-08 00:10:34
Exim Bank's Government of India supported Line of Credit of USD 318 million to the Government of Sri Lanka,"Oct 12, 2017",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-318-million-to-the-government-of-sri-lanka-11145,"RBI/2017-18/77A.P. (DIR Series) Circular No. 09 October 12, 2017 To All Category - I Authorised Dealer Banks Madam / Sir, Exim Bank's Government of India supported Line of Credit of USD 318 million to the Government of Sri LankaExport-Import Bank of India (Exim Bank) has entered into an Agreement on",https://website.rbi.org.in/documents/87730/39710850/NT77184afd7855a34714a3fb5819105670e0.pdf,RBI_2017-18_77A_P_DIR_Series_Circular_No_09_October_12_2017_To_All_Category_-_I_Authorised_Dealer_Ba_20250108001037.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_77A_P_DIR_Series_Circular_No_09_October_12_2017_To_All_Category_-_I_Authorised_Dealer_Ba_20250108001037.pdf,2025-01-08 00:10:37,2025-01-08 00:10:37,2025-01-08 00:10:37
